age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
49,Female,White,Single,None,50000,Self-employed,Urban,Indian,Sikh,Bengali,8,626,1,1,0.57,22511,13599,0,1,0.9,0,0.442
21,Female,Latino,Widowed,Secondary,100000,Self-employed,Urban,Indian,Other,Marathi,4,556,1,4,0.3,20978,11704,0,0,10.9,0,0.275
56,Male,Mixed,Divorced,Graduate,70000,Farmer,Rural,Bangladeshi,Muslim,English,8,381,0,4,0.67,6519,2434,1,0,2.8,1,0.537
50,Female,White,Married,None,10000,Farmer,Rural,Nepali,Hindu,Tamil,8,312,0,2,0.62,5764,6112,1,0,17.0,0,0.425
39,Male,Mixed,Single,Graduate,10000,Teacher,Urban,Indian,Buddhist,Bengali,7,533,0,3,0.13,15491,1397,1,1,20.5,0,0.636
64,Female,Asian,Single,Graduate,50000,Laborer,Urban,Bangladeshi,Hindu,Marathi,6,304,0,2,0.15,12282,5788,1,1,10.9,1,0.479
55,Female,Mixed,Widowed,Secondary,50000,Self-employed,Rural,Nepali,Sikh,Tamil,6,638,0,5,0.09,10991,6365,1,1,12.3,1,0.717
44,Male,White,Married,Primary,10000,Laborer,Semi-urban,Bangladeshi,Other,Telugu,2,386,0,5,0.82,10635,18801,1,1,21.0,1,0.519
65,Other,Mixed,Widowed,Primary,100000,Self-employed,Semi-urban,Nepali,Muslim,Bengali,2,594,1,4,0.83,3166,12434,1,1,6.5,0,0.843
33,Male,Black,Widowed,None,20000,Engineer,Semi-urban,Nepali,Buddhist,Marathi,7,837,0,4,0.97,23143,13715,1,1,8.5,1,0.987
46,Other,Asian,Widowed,Primary,10000,Teacher,Urban,Bangladeshi,Other,Hindi,3,479,1,5,0.51,18754,3968,1,0,1.2,0,0.4
55,Other,White,Divorced,Postgraduate,70000,Teacher,Rural,Bangladeshi,Buddhist,Hindi,1,783,0,4,0.96,14040,18182,1,1,24.2,1,0.888
51,Other,Asian,Widowed,Primary,70000,Self-employed,Semi-urban,Indian,Buddhist,Hindi,2,460,1,2,0.76,3002,544,1,0,16.4,0,0.699
41,Male,Black,Single,Postgraduate,10000,Teacher,Semi-urban,Bangladeshi,Christian,Hindi,5,735,1,1,0.54,7679,14248,1,1,17.1,1,0.863
26,Other,Latino,Single,Postgraduate,50000,Self-employed,Urban,Indian,Muslim,English,6,697,0,3,0.87,8136,19012,0,0,20.2,0,0.581
53,Male,Mixed,Single,None,50000,Self-employed,Semi-urban,Bangladeshi,Christian,Bengali,2,776,1,2,0.8,15599,2632,1,0,21.1,0,0.946
21,Other,White,Divorced,Graduate,30000,Farmer,Rural,Nepali,Sikh,Telugu,4,537,1,2,0.66,7894,16611,0,0,9.5,1,0.384
50,Male,Mixed,Widowed,None,20000,Farmer,Urban,Nepali,Other,English,3,519,1,1,0.33,18865,17304,0,0,4.8,0,0.21
41,Male,White,Single,Secondary,50000,Engineer,Semi-urban,Bangladeshi,Christian,Bengali,8,642,0,4,0.21,15204,10641,0,0,2.0,0,0.343
18,Male,Mixed,Single,Primary,70000,Laborer,Urban,Bangladeshi,Hindu,Marathi,8,386,1,3,0.06,15720,5991,1,1,0.7,0,0.528
64,Female,Black,Married,None,30000,Engineer,Rural,Bangladeshi,Sikh,Telugu,3,534,1,1,0.27,13567,16744,1,1,6.8,1,0.465
36,Female,Latino,Single,Secondary,50000,Engineer,Semi-urban,Indian,Other,Marathi,3,467,1,0,0.63,5356,16150,1,0,20.9,1,0.493
60,Other,Latino,Single,Graduate,100000,Farmer,Urban,Nepali,Muslim,Telugu,1,763,0,2,0.69,14649,5197,0,1,12.3,0,0.851
30,Female,Black,Divorced,None,50000,Teacher,Semi-urban,Indian,Hindu,Marathi,6,557,0,3,0.46,20434,16761,0,0,8.3,1,0.215
38,Male,White,Single,Primary,30000,Laborer,Semi-urban,Indian,Other,Tamil,1,376,0,1,0.48,17784,15317,1,0,24.4,1,0.358
25,Male,White,Single,Primary,50000,Teacher,Rural,Nepali,Christian,Hindi,3,390,0,4,0.48,8577,7111,1,0,3.3,0,0.427
60,Female,Latino,Married,None,50000,Self-employed,Urban,Indian,Other,Telugu,4,463,1,1,0.42,17695,14931,0,1,23.6,1,0.482
20,Female,Latino,Married,Graduate,10000,Self-employed,Urban,Nepali,Hindu,Bengali,8,640,1,4,0.55,3999,14914,1,1,23.3,1,0.855
26,Female,White,Widowed,Graduate,20000,Teacher,Rural,Nepali,Muslim,Marathi,7,524,1,1,0.36,20615,12218,1,1,6.5,1,0.528
59,Female,Latino,Widowed,Primary,10000,Self-employed,Semi-urban,Indian,Hindu,Tamil,8,459,1,2,0.22,22006,15837,0,0,3.1,0,0.018
46,Other,Latino,Widowed,Primary,70000,Self-employed,Semi-urban,Indian,Christian,Hindi,6,733,1,4,0.19,16973,6287,1,1,5.8,1,0.726
25,Other,Asian,Widowed,None,20000,Self-employed,Urban,Nepali,Christian,Bengali,6,525,1,3,0.86,21355,7478,1,0,16.0,0,0.55
23,Male,Latino,Divorced,Secondary,10000,Self-employed,Rural,Bangladeshi,Hindu,Tamil,5,479,1,0,0.2,22933,13628,1,1,4.4,0,0.448
35,Other,Mixed,Married,Primary,100000,Teacher,Urban,Bangladeshi,Hindu,Marathi,4,715,0,2,0.33,14786,12893,0,0,11.0,1,0.428
47,Other,Mixed,Divorced,Postgraduate,70000,Laborer,Semi-urban,Indian,Muslim,Telugu,5,439,0,3,0.93,24417,19394,1,0,23.1,0,0.408
54,Male,Asian,Married,None,20000,Self-employed,Urban,Bangladeshi,Sikh,English,5,819,1,4,0.57,9223,4684,1,0,22.3,0,0.87
30,Female,Black,Married,Postgraduate,50000,Farmer,Urban,Indian,Christian,Marathi,4,406,0,2,0.65,22424,2313,0,0,13.3,0,0.399
43,Male,Asian,Married,Primary,70000,Engineer,Rural,Nepali,Buddhist,English,5,411,0,2,0.67,18775,11500,0,1,21.6,0,0.453
32,Female,White,Single,Primary,20000,Farmer,Urban,Bangladeshi,Muslim,Hindi,5,764,1,5,0.88,22255,5160,1,1,9.8,0,0.926
49,Other,Mixed,Widowed,Postgraduate,100000,Self-employed,Urban,Indian,Muslim,English,4,812,0,4,0.03,3939,5295,1,1,5.8,1,1.0
20,Male,Latino,Divorced,Postgraduate,50000,Self-employed,Semi-urban,Indian,Other,Marathi,5,645,0,4,0.8,21588,1318,0,0,22.4,0,0.621
22,Male,Mixed,Single,Primary,10000,Engineer,Rural,Indian,Hindu,Bengali,3,369,1,2,0.86,17343,1306,0,1,11.4,0,0.468
55,Male,Black,Widowed,Primary,30000,Engineer,Rural,Indian,Sikh,Bengali,7,436,1,0,0.0,21427,12501,0,1,1.7,0,0.31
22,Other,Latino,Widowed,None,100000,Engineer,Semi-urban,Indian,Christian,Hindi,6,709,1,0,0.23,4266,13150,1,1,23.1,0,0.881
25,Female,White,Widowed,None,70000,Laborer,Semi-urban,Nepali,Christian,Telugu,6,783,1,2,0.72,6971,13543,0,1,17.9,0,0.749
24,Other,Asian,Married,Graduate,50000,Teacher,Urban,Bangladeshi,Hindu,Bengali,8,765,0,0,0.78,22638,13040,1,1,16.5,1,0.826
63,Other,White,Divorced,Graduate,70000,Laborer,Semi-urban,Bangladeshi,Sikh,Marathi,3,341,1,3,0.6,12309,19706,1,1,23.1,0,0.421
39,Other,White,Married,Secondary,70000,Teacher,Semi-urban,Indian,Hindu,Marathi,2,672,0,4,0.45,9607,1691,1,0,2.6,0,0.718
41,Male,Black,Married,Postgraduate,10000,Self-employed,Urban,Indian,Sikh,English,6,666,0,5,0.87,10998,780,1,1,14.5,0,0.936
62,Male,Latino,Divorced,Postgraduate,70000,Engineer,Semi-urban,Indian,Buddhist,Hindi,5,300,1,0,0.55,23910,18989,0,1,15.4,0,0.223
59,Male,White,Married,Primary,70000,Teacher,Semi-urban,Nepali,Buddhist,Telugu,6,647,0,4,0.67,23209,1250,1,0,5.4,0,0.619
59,Other,Black,Widowed,None,30000,Engineer,Semi-urban,Nepali,Other,Bengali,6,843,1,1,0.82,4884,4613,0,1,6.6,1,1.0
52,Male,White,Divorced,Graduate,100000,Laborer,Urban,Nepali,Other,Tamil,6,847,1,5,0.52,17345,9018,1,0,12.6,1,0.767
28,Other,Latino,Single,Graduate,70000,Engineer,Semi-urban,Indian,Buddhist,Tamil,6,508,0,2,0.6,21518,1563,1,0,4.1,1,0.56
27,Other,White,Single,None,70000,Teacher,Semi-urban,Indian,Muslim,English,3,327,0,1,0.7,3030,19012,1,0,19.5,1,0.351
54,Other,Asian,Divorced,Graduate,20000,Engineer,Rural,Bangladeshi,Buddhist,Bengali,5,416,1,3,0.36,16796,10476,1,1,18.0,0,0.466
34,Other,Mixed,Single,Postgraduate,10000,Farmer,Rural,Nepali,Muslim,Hindi,1,390,1,0,0.64,24195,9494,0,1,2.5,1,0.338
61,Other,Asian,Divorced,Primary,20000,Laborer,Urban,Bangladeshi,Buddhist,Bengali,7,696,0,5,0.58,12304,10500,0,0,23.1,0,0.532
27,Other,Black,Divorced,None,100000,Laborer,Semi-urban,Nepali,Hindu,Bengali,6,445,0,5,0.64,9457,3676,0,0,14.2,1,0.344
33,Female,Mixed,Divorced,None,30000,Engineer,Semi-urban,Bangladeshi,Christian,Marathi,3,311,0,2,0.27,21029,14697,0,0,20.8,1,0.0
26,Other,Black,Widowed,Secondary,100000,Farmer,Semi-urban,Nepali,Sikh,Tamil,2,473,0,5,0.82,4996,6013,1,1,0.8,1,0.828
55,Other,Latino,Widowed,Postgraduate,20000,Teacher,Urban,Nepali,Muslim,Bengali,5,516,1,0,0.17,19995,13378,1,1,22.0,0,0.462
35,Other,White,Widowed,None,30000,Teacher,Urban,Bangladeshi,Buddhist,Telugu,8,821,1,5,0.56,21727,15374,0,0,23.7,1,0.546
22,Male,Latino,Single,Postgraduate,10000,Laborer,Semi-urban,Bangladeshi,Other,Marathi,4,447,1,2,0.07,20128,10595,1,1,3.6,1,0.481
29,Female,Mixed,Single,Primary,70000,Self-employed,Rural,Nepali,Other,Hindi,8,657,1,3,0.65,16946,3037,1,1,6.8,0,0.864
53,Female,Latino,Married,Primary,100000,Engineer,Semi-urban,Nepali,Buddhist,Bengali,2,829,0,0,0.27,5232,3852,0,1,5.6,0,0.952
34,Female,Mixed,Divorced,None,10000,Engineer,Urban,Bangladeshi,Hindu,Hindi,3,482,1,0,0.15,24170,14383,0,0,12.1,1,0.121
58,Other,Asian,Married,Secondary,100000,Laborer,Semi-urban,Bangladeshi,Sikh,Tamil,7,610,1,5,0.58,23494,15301,1,1,22.6,0,0.563
35,Female,Black,Widowed,None,70000,Laborer,Rural,Indian,Buddhist,Tamil,3,672,1,0,0.74,13126,2255,1,1,5.6,0,0.899
60,Male,White,Widowed,Postgraduate,100000,Farmer,Semi-urban,Indian,Christian,Bengali,7,641,1,1,0.14,14745,13108,1,1,4.6,0,0.626
24,Male,White,Married,None,100000,Self-employed,Rural,Indian,Christian,Marathi,7,302,0,0,0.91,15439,18963,0,1,8.0,1,0.38
40,Female,White,Single,Graduate,70000,Teacher,Urban,Bangladeshi,Christian,Hindi,4,431,1,4,0.25,20760,1070,1,1,16.5,1,0.544
51,Female,Black,Single,Postgraduate,20000,Farmer,Urban,Indian,Christian,Tamil,7,454,1,3,0.12,21721,3127,0,0,8.7,0,0.142
22,Other,Mixed,Married,Secondary,30000,Teacher,Semi-urban,Bangladeshi,Other,Bengali,3,322,0,2,0.51,7722,8926,1,1,7.0,0,0.493
43,Male,Black,Widowed,Primary,50000,Farmer,Urban,Nepali,Buddhist,Telugu,3,387,1,1,0.13,9933,7231,0,1,9.5,0,0.468
59,Male,Mixed,Divorced,None,10000,Teacher,Urban,Bangladeshi,Hindu,Bengali,5,541,0,0,0.51,3832,2455,1,1,5.6,0,0.836
41,Female,White,Widowed,None,30000,Self-employed,Urban,Indian,Buddhist,Marathi,4,757,0,2,0.45,23309,11816,1,1,15.3,0,0.81
49,Male,Asian,Widowed,None,30000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Bengali,1,480,0,5,0.97,11310,8206,0,0,10.0,0,0.476
46,Male,Black,Married,Secondary,30000,Laborer,Urban,Indian,Hindu,Marathi,8,451,0,2,0.23,10319,8403,1,0,1.4,0,0.417
23,Female,White,Single,Secondary,20000,Teacher,Urban,Nepali,Christian,English,1,720,1,1,0.35,22146,12013,0,1,2.7,1,0.589
43,Other,Black,Single,None,100000,Self-employed,Semi-urban,Bangladeshi,Hindu,Marathi,8,776,0,4,0.48,15772,9954,1,0,4.6,0,0.711
37,Male,Latino,Single,None,20000,Farmer,Urban,Indian,Sikh,Telugu,8,559,1,4,0.27,10169,66,1,1,12.3,0,0.77
50,Male,Latino,Divorced,Postgraduate,50000,Self-employed,Urban,Indian,Hindu,Bengali,3,474,1,4,0.1,15762,8520,1,0,20.5,1,0.384
57,Male,Latino,Single,Primary,20000,Farmer,Semi-urban,Bangladeshi,Sikh,Bengali,6,792,1,1,0.6,19980,7438,1,1,11.8,0,0.913
23,Male,Latino,Widowed,Secondary,50000,Self-employed,Urban,Bangladeshi,Other,Bengali,1,821,0,2,0.09,18944,16707,1,0,21.2,0,0.599
37,Male,Mixed,Widowed,Postgraduate,20000,Self-employed,Semi-urban,Indian,Other,Marathi,7,651,0,2,0.17,17903,10402,1,1,18.6,0,0.697
47,Other,Black,Divorced,None,50000,Laborer,Semi-urban,Bangladeshi,Sikh,Tamil,5,574,1,3,0.53,11071,12734,1,1,8.6,0,0.722
59,Male,Mixed,Married,Graduate,10000,Self-employed,Semi-urban,Indian,Christian,Hindi,1,389,1,2,0.83,12888,3389,1,1,9.7,0,0.74
31,Female,Mixed,Divorced,Secondary,30000,Teacher,Semi-urban,Nepali,Other,Hindi,3,609,0,1,0.08,15242,11607,0,0,8.3,1,0.385
33,Other,Black,Single,Postgraduate,10000,Self-employed,Semi-urban,Indian,Christian,Telugu,1,380,0,0,0.04,16683,5309,1,1,5.6,0,0.46
23,Male,White,Married,Primary,10000,Laborer,Rural,Bangladeshi,Sikh,Bengali,4,581,1,5,0.92,13466,12881,0,1,5.5,1,0.528
63,Other,Black,Single,Secondary,50000,Laborer,Rural,Bangladeshi,Hindu,Hindi,2,683,0,2,0.89,19356,7637,1,1,0.6,1,0.851
34,Female,Asian,Married,Secondary,20000,Laborer,Semi-urban,Indian,Christian,Bengali,3,789,1,4,0.16,5371,4028,0,1,5.6,1,0.627
45,Other,Black,Single,Secondary,70000,Engineer,Semi-urban,Nepali,Buddhist,Hindi,4,509,0,3,0.62,6501,13694,1,0,23.2,1,0.488
54,Male,Latino,Widowed,None,20000,Farmer,Semi-urban,Bangladeshi,Other,Tamil,7,549,1,0,0.56,19191,13192,0,0,19.6,1,0.362
55,Other,Black,Widowed,Secondary,30000,Engineer,Semi-urban,Bangladeshi,Muslim,Tamil,1,712,0,2,0.08,21356,9749,0,0,12.3,1,0.385
33,Male,White,Divorced,Primary,20000,Laborer,Urban,Bangladeshi,Other,Bengali,1,643,0,5,0.79,6767,9354,1,0,9.5,1,0.681
24,Other,Mixed,Single,None,70000,Teacher,Rural,Nepali,Other,Telugu,2,784,0,2,0.38,9337,1531,0,1,20.3,1,0.845
22,Female,Mixed,Divorced,Postgraduate,10000,Teacher,Rural,Bangladeshi,Other,Bengali,6,719,0,0,0.44,9346,13129,0,0,20.8,0,0.592
25,Male,Black,Divorced,None,30000,Engineer,Urban,Nepali,Buddhist,Hindi,7,523,1,1,0.59,5120,19046,0,0,5.9,1,0.439
53,Female,Latino,Divorced,Primary,100000,Laborer,Semi-urban,Nepali,Hindu,Hindi,5,801,0,5,0.15,13025,9423,1,1,3.4,1,0.914
35,Female,Asian,Divorced,Secondary,50000,Self-employed,Rural,Bangladeshi,Hindu,Hindi,3,311,1,2,0.4,17096,7188,1,1,3.6,0,0.472
40,Male,Mixed,Widowed,Postgraduate,100000,Farmer,Semi-urban,Bangladeshi,Other,Bengali,1,652,1,0,0.52,15242,9234,1,1,16.6,0,0.796
59,Male,Mixed,Single,Postgraduate,100000,Farmer,Urban,Bangladeshi,Buddhist,English,4,364,0,3,0.73,5876,9784,1,0,16.4,1,0.56
51,Male,White,Single,Postgraduate,30000,Engineer,Rural,Bangladeshi,Sikh,Marathi,1,491,1,5,0.76,7607,8167,1,0,1.9,1,0.587
61,Other,White,Divorced,Secondary,30000,Teacher,Urban,Nepali,Sikh,English,7,411,0,3,0.94,24011,8370,0,0,6.8,0,0.313
64,Male,Asian,Married,Postgraduate,70000,Farmer,Semi-urban,Bangladeshi,Other,Marathi,1,487,0,4,0.6,15723,6209,0,1,12.8,1,0.478
20,Other,Black,Widowed,None,20000,Self-employed,Urban,Indian,Sikh,Hindi,7,663,0,4,0.65,23618,994,0,1,0.8,1,0.645
45,Other,Mixed,Single,Primary,70000,Engineer,Semi-urban,Indian,Other,Hindi,6,844,1,0,0.34,21332,14180,1,0,10.1,1,0.717
62,Other,White,Single,Postgraduate,50000,Teacher,Rural,Bangladeshi,Sikh,Marathi,6,574,0,0,0.43,24464,1261,0,1,22.2,0,0.59
21,Male,Black,Divorced,Graduate,70000,Laborer,Urban,Nepali,Muslim,Marathi,1,845,0,1,0.04,8211,13773,1,1,17.9,1,0.916
58,Male,Latino,Single,Graduate,50000,Laborer,Rural,Nepali,Sikh,Hindi,7,525,0,1,0.86,11852,1143,0,0,20.1,1,0.567
24,Female,Latino,Single,Postgraduate,70000,Engineer,Urban,Indian,Hindu,Tamil,6,823,0,3,0.69,18673,5347,0,1,24.4,0,0.786
45,Female,White,Married,Postgraduate,100000,Self-employed,Semi-urban,Bangladeshi,Hindu,Tamil,6,602,1,2,0.87,9134,18172,1,0,18.4,1,0.573
51,Other,Latino,Widowed,None,10000,Engineer,Urban,Indian,Other,Tamil,7,849,1,2,0.98,22378,18308,1,0,5.8,1,0.798
44,Male,Black,Married,Secondary,50000,Teacher,Rural,Indian,Buddhist,Hindi,5,354,1,1,0.49,11345,8092,0,0,7.5,0,0.289
39,Female,Asian,Married,Postgraduate,100000,Teacher,Semi-urban,Bangladeshi,Buddhist,Marathi,4,769,0,0,0.12,22428,11392,0,1,1.4,0,0.56
61,Male,Latino,Married,Secondary,100000,Teacher,Rural,Bangladeshi,Christian,Hindi,5,718,1,2,0.79,19660,17130,0,1,18.6,0,0.6
59,Female,Black,Married,Secondary,10000,Engineer,Urban,Indian,Christian,Hindi,7,719,1,1,0.97,5163,1643,1,1,12.1,0,1.0
26,Other,Latino,Divorced,None,50000,Farmer,Urban,Indian,Hindu,Hindi,1,372,1,3,0.58,11106,14624,0,1,2.6,0,0.276
20,Female,Latino,Widowed,Postgraduate,20000,Farmer,Rural,Nepali,Christian,Bengali,1,839,0,5,0.75,22004,10267,0,0,3.3,1,0.65
21,Male,Mixed,Widowed,Primary,20000,Laborer,Semi-urban,Bangladeshi,Christian,Telugu,7,433,1,1,0.98,12478,19094,1,1,6.6,1,0.539
50,Female,Asian,Widowed,None,100000,Laborer,Rural,Bangladeshi,Christian,Marathi,3,742,0,3,0.28,6267,12025,1,0,11.9,0,0.749
47,Female,Mixed,Married,Postgraduate,70000,Engineer,Rural,Nepali,Hindu,Bengali,2,827,1,5,0.62,3027,7711,1,0,6.3,0,0.851
64,Male,Mixed,Single,None,20000,Self-employed,Semi-urban,Nepali,Buddhist,Telugu,5,757,0,4,0.95,20240,690,1,0,11.1,1,0.791
27,Other,Mixed,Married,Secondary,10000,Engineer,Rural,Nepali,Hindu,Telugu,6,549,0,0,0.75,20149,17133,0,0,17.9,1,0.4
21,Female,Latino,Divorced,Postgraduate,10000,Engineer,Urban,Bangladeshi,Muslim,Bengali,8,785,0,5,0.01,23919,13250,1,1,20.1,0,0.678
22,Other,Latino,Widowed,Graduate,100000,Self-employed,Semi-urban,Indian,Sikh,Hindi,7,477,1,2,0.13,5136,4666,0,0,19.1,1,0.362
54,Other,Mixed,Divorced,None,100000,Farmer,Rural,Bangladeshi,Hindu,Bengali,8,648,0,5,0.82,12011,4431,1,1,10.0,0,0.92
62,Other,Black,Widowed,Primary,20000,Engineer,Semi-urban,Nepali,Buddhist,Hindi,1,483,1,0,0.15,9858,9037,0,1,5.8,1,0.478
65,Other,Asian,Widowed,Postgraduate,30000,Self-employed,Rural,Nepali,Hindu,Hindi,5,361,1,4,0.82,14774,4113,1,1,20.7,0,0.621
24,Other,Asian,Married,Secondary,10000,Engineer,Semi-urban,Nepali,Other,Telugu,5,586,0,3,0.69,16168,16731,1,0,23.6,1,0.611
26,Female,Mixed,Single,Secondary,100000,Teacher,Rural,Bangladeshi,Muslim,Marathi,2,608,0,4,0.04,4910,14221,1,0,24.3,0,0.489
49,Female,White,Widowed,Secondary,100000,Teacher,Rural,Bangladeshi,Sikh,English,6,419,0,3,0.4,22425,10846,1,0,6.7,1,0.3
35,Male,White,Single,Postgraduate,50000,Farmer,Urban,Bangladeshi,Muslim,Hindi,3,809,0,2,0.48,16774,14651,1,0,9.2,0,0.781
36,Female,Asian,Single,None,70000,Farmer,Semi-urban,Nepali,Buddhist,Hindi,7,488,1,2,0.09,19470,9063,0,1,15.0,0,0.314
29,Other,Black,Single,Graduate,20000,Farmer,Semi-urban,Bangladeshi,Other,Marathi,1,578,1,5,0.77,10245,17793,0,0,12.6,1,0.473
47,Other,Black,Married,Graduate,50000,Farmer,Urban,Indian,Muslim,Bengali,7,801,0,5,0.81,14809,799,0,0,1.9,1,0.778
23,Male,Mixed,Married,None,50000,Farmer,Urban,Nepali,Hindu,English,5,802,0,3,0.63,19104,702,1,0,6.7,0,0.83
23,Other,Black,Widowed,Primary,100000,Self-employed,Rural,Bangladeshi,Christian,Marathi,8,769,1,1,0.28,13473,6329,1,0,10.4,0,0.8
36,Other,Black,Married,Primary,20000,Teacher,Semi-urban,Nepali,Muslim,Telugu,6,787,0,2,0.78,18155,6327,0,1,0.8,1,0.876
25,Other,Black,Widowed,None,10000,Self-employed,Semi-urban,Indian,Buddhist,Telugu,4,545,0,0,0.52,4002,19873,0,0,9.6,0,0.309
47,Female,Latino,Married,Primary,70000,Engineer,Semi-urban,Bangladeshi,Sikh,Bengali,6,644,0,4,0.46,8777,19341,1,0,18.7,0,0.584
59,Male,Mixed,Single,Postgraduate,10000,Engineer,Urban,Indian,Hindu,Hindi,4,663,0,2,0.01,8583,14993,1,1,12.6,1,0.732
53,Female,White,Single,Primary,70000,Teacher,Rural,Indian,Muslim,Bengali,3,594,1,4,0.3,7487,11718,0,0,5.0,0,0.397
45,Male,Latino,Divorced,Secondary,50000,Self-employed,Rural,Indian,Other,Telugu,8,798,0,4,0.99,24649,3699,0,0,19.5,0,0.682
54,Male,Asian,Single,None,70000,Engineer,Urban,Indian,Hindu,Marathi,2,627,0,1,0.61,7808,2384,1,1,9.7,1,0.92
50,Other,Latino,Single,Secondary,20000,Self-employed,Rural,Nepali,Buddhist,Marathi,5,447,0,1,0.62,6259,1825,0,0,4.6,0,0.512
43,Female,Latino,Single,Secondary,50000,Self-employed,Urban,Nepali,Hindu,Tamil,1,406,0,3,0.44,19237,5697,0,1,7.2,0,0.351
60,Male,Mixed,Divorced,Secondary,10000,Self-employed,Rural,Indian,Sikh,Telugu,3,695,0,1,0.89,14909,2838,0,1,17.5,1,0.858
55,Male,Asian,Divorced,None,30000,Engineer,Semi-urban,Bangladeshi,Hindu,Tamil,7,368,1,2,0.03,17326,41,0,1,20.6,1,0.336
21,Male,White,Divorced,Graduate,100000,Teacher,Urban,Indian,Buddhist,Bengali,6,460,1,4,0.85,11491,15812,1,0,17.8,0,0.403
34,Male,White,Single,Graduate,100000,Teacher,Urban,Bangladeshi,Muslim,Tamil,8,628,0,3,0.99,24179,10248,1,0,15.3,0,0.568
19,Female,White,Widowed,Graduate,30000,Teacher,Urban,Bangladeshi,Muslim,Marathi,7,806,1,2,0.51,18870,15914,0,1,13.5,1,0.669
59,Female,Mixed,Married,Graduate,20000,Engineer,Urban,Nepali,Other,Marathi,6,812,1,5,0.39,6254,16525,0,1,19.0,1,0.743
42,Female,Mixed,Single,Postgraduate,50000,Laborer,Semi-urban,Indian,Muslim,Marathi,8,322,1,1,0.59,15883,14512,1,1,7.5,0,0.408
23,Other,Latino,Widowed,Postgraduate,100000,Laborer,Semi-urban,Indian,Christian,Tamil,7,502,1,2,0.26,8573,8506,1,0,8.6,0,0.488
31,Male,Latino,Widowed,None,20000,Engineer,Urban,Bangladeshi,Muslim,Marathi,2,615,0,0,0.2,11528,9992,0,1,9.1,0,0.586
33,Female,Mixed,Widowed,Graduate,20000,Self-employed,Semi-urban,Nepali,Other,Hindi,1,528,0,3,0.06,13080,2354,0,0,9.6,1,0.395
53,Female,Black,Divorced,None,50000,Laborer,Semi-urban,Bangladeshi,Buddhist,Tamil,4,564,1,4,0.05,8791,10135,1,0,2.6,0,0.515
19,Female,Mixed,Married,Primary,50000,Teacher,Semi-urban,Nepali,Other,Hindi,7,513,1,2,0.28,15400,394,0,1,16.6,0,0.618
49,Female,White,Divorced,Secondary,30000,Farmer,Urban,Nepali,Christian,English,2,609,1,4,0.81,4515,7399,1,1,13.4,1,0.86
23,Male,White,Widowed,Postgraduate,10000,Teacher,Urban,Nepali,Muslim,Telugu,4,522,1,2,0.5,20136,8350,1,0,8.4,1,0.47
54,Male,Mixed,Widowed,Graduate,50000,Engineer,Urban,Indian,Christian,Hindi,5,404,1,2,0.33,15927,9121,0,0,3.5,0,0.176
21,Male,Asian,Married,Graduate,100000,Teacher,Semi-urban,Indian,Muslim,Telugu,7,379,0,3,0.6,11725,9390,0,0,18.4,1,0.243
33,Female,Mixed,Widowed,Postgraduate,20000,Engineer,Semi-urban,Indian,Sikh,Telugu,5,824,0,2,0.87,12788,6162,1,0,20.4,1,0.961
30,Other,White,Divorced,None,10000,Self-employed,Rural,Indian,Other,English,1,819,0,3,0.29,7384,8903,0,1,2.2,0,0.813
37,Other,Latino,Single,Graduate,50000,Laborer,Semi-urban,Bangladeshi,Christian,Telugu,6,596,0,2,0.54,20006,6895,1,0,1.3,1,0.537
51,Other,White,Single,Postgraduate,50000,Self-employed,Urban,Nepali,Muslim,Hindi,3,806,1,3,0.99,14377,8722,0,1,7.8,0,0.877
40,Other,White,Single,Graduate,20000,Engineer,Semi-urban,Indian,Other,English,6,529,0,4,0.24,10069,14704,0,0,8.2,1,0.271
58,Male,White,Married,None,50000,Engineer,Semi-urban,Indian,Hindu,Marathi,6,755,1,1,0.79,3000,284,1,1,18.6,1,1.0
36,Male,Latino,Widowed,Postgraduate,70000,Laborer,Semi-urban,Bangladeshi,Hindu,Bengali,7,556,1,4,0.84,3039,13450,1,1,13.5,1,0.838
53,Male,Mixed,Married,None,50000,Farmer,Semi-urban,Bangladeshi,Buddhist,Tamil,1,304,0,5,0.07,17947,12063,0,1,4.9,0,0.218
62,Other,Mixed,Single,None,100000,Engineer,Rural,Bangladeshi,Christian,Bengali,3,473,1,0,0.66,8304,5060,1,0,20.8,1,0.637
33,Other,Black,Divorced,Postgraduate,10000,Self-employed,Rural,Nepali,Hindu,English,1,541,1,1,0.47,20315,11496,1,1,5.4,0,0.588
38,Other,White,Widowed,None,70000,Farmer,Urban,Indian,Buddhist,English,6,479,0,3,0.6,7324,4120,1,1,14.9,0,0.772
33,Other,Black,Single,Graduate,70000,Self-employed,Rural,Bangladeshi,Other,Tamil,3,780,0,1,0.37,9858,18362,1,0,9.2,1,0.598
54,Other,Latino,Married,Secondary,100000,Engineer,Rural,Indian,Other,Bengali,2,661,1,4,0.54,9718,18954,1,0,24.5,0,0.545
